Year,NPV
Utility Bills,172606862.92303938
Utility Bills (volumetric),103733220.11242782
Utility Bills (demand),12498474.068998676
Utility Bills (res),139497620.90875447
Utility Bills (work),22116367.117677357
Utility Bills (pub L2),161768.95915716328
Utility Bills (DCFC),10831105.937450375
Incremental upfront vehicle cost,51076397.46752378
Charging infrastructure cost,561492644.8560166
Charging infrastructure cost (res),289650963.4586908
Charging infrastructure cost (work L2),116212091.99132077
Charging infrastructure cost (public L2),69727255.19479246
Charging infrastructure cost (DCFC),85902334.21121259
Avoided vehicle gasoline,1516799311.7497184
Vehicle O&M Savings,348263574.06661105
Federal EV Tax Credit,171869830.86862236
Total Energy Supply Cost,50170647.25006992
Energy Cost,42070019.59797256
Generation Capacity Cost,8100627.65209742
Vehicle Sales (NPV),132442.08563546627
Transmission and Distribution Cost,10337446.622251702
Distribution Cost,9235967.02438473
Transmission Cost,1101479.597866975
Emissions Savings from Avoided Gasoline ($),0.0
Emissions associated with EV adoption ($),0.0
Net emissions savings ($),0.0
